objid,sample,asset_id
587722982292455721,original,419
587722982292521047,original,420
587722982292521118,original,421
587722982292652134,original,422
587722982292652177,original,423
587722982292717776,original,424
587722982292783323,original,425
587722982292783382,original,426
587722982292848893,original,427
587722982292914423,original,428
587722982293045429,original,429
587722982293045434,original,430
587722982293176482,original,431
587722982293176496,original,432
587722982293176501,original,433
587722982293176515,original,434
587722982293242003,original,435
587722982293372986,original,436
587722982293373244,original,437
587722982293438533,original,438
587722982293504291,original,439
587722982293700737,original,440
587722982293766175,original,441
587722982293766366,original,442
587722982293766423,original,443
587722982293897378,original,444
587722982293897555,original,445
587722982294094056,original,446
587722982294094070,original,447
587722982294225114,original,448
587722982294356285,original,449
587722982294487304,original,450
587722982294487342,original,451
587722982294618253,original,452
587722982294618357,original,453
587722982294749339,original,454
587722982294815047,original,455
587722982294815105,original,456
587722982295339271,original,457
587722982295404708,original,458
587722982295470301,original,459
587722982295470336,original,460
587722982295470366,original,461
587722982295601386,original,462
587722982295601525,original,463
587722982295863478,original,464
587722982295863624,original,465
587722982295863657,original,466
587722982295994753,original,467
587722982296060266,original,468
587722982296191268,original,469
587722982296322326,original,470
587722982296912216,original,471
587722982297174288,original,472
587722982297305128,original,473
587722982297305365,original,474
587722982297501928,original,475
587722982297502031,original,476
587722982297633105,original,477
587722982297633186,original,478
587722982297633240,original,479
587722982297698635,original,480
587722982297698726,original,481
587722982297764119,original,482
587722982297764148,original,483
587722982297764204,original,484
587722982298026301,original,485
587722982298157371,original,486
587722982298222616,original,487
587722982298222892,original,488
587722982298288470,original,489
587722982298353737,original,490
587722982298353824,original,491
587722982298353962,original,492
587722982298419560,original,493
587722982298419596,original,494
587722982298419680,original,495
587722982298484915,original,496
587722982298484955,original,497
587722982298485037,original,498
587722982298485055,original,499
587722982298485071,original,500
587722982298485086,original,501
587722982298550536,original,502
587722982298550552,original,503
587722982298550646,original,504
587722982298550710,original,505
587722982298550715,original,506
587722982298550739,original,507
587722982298550808,original,508
587722982298550895,original,509
587722982298615851,original,510
587722982298615895,original,511
587722982298615914,original,512
587722982298616112,original,513
587722982298616130,original,514
587722982298616131,original,515
587722982298681793,original,516
587722982298681824,original,517
587722982298943803,original,518
587722982299009264,original,519
587722982299074952,original,520
587722982299271230,original,521
587722982299271424,original,522
587722982299271425,original,523
587722982299337032,original,524
587722982299337083,original,525
587722982299402394,original,526
587722982299402545,original,527
587722982299467988,original,528
587722982299533458,original,529
587722982299599110,original,530
587722982299599219,original,531
587722982299664540,original,532
587722982299730249,original,533
587722982299795642,original,534
587722982299926764,original,535
587722982299926855,original,536
587722982299992261,original,537
587722982299992288,original,538
587722982299992292,original,539
587722982299992312,original,540
587722982299992357,original,541
587722982299992397,original,542
587722982300057611,original,543
587722982300057874,original,544
587722982300058037,original,545
587722982300123441,original,546
587722982300123469,original,547
587722982300123578,original,548
587722982300188997,original,549
587722982300254526,original,550
587722982300254690,original,551
587722982300254707,original,552
587722982300254791,original,553
587722982300385404,original,554
587722982300516593,original,555
587722982300778885,original,556
587722982809468993,original,557
587722982812155970,original,558
587722982813073506,original,559
587722982814122085,original,560
587722982814122096,original,561
587722982814318600,original,562
587722982814646350,original,563
587722982815105082,original,564
587722982815170684,original,565
587722982815170688,original,566
587722982815236195,original,567
587722982815301804,original,568
587722982815301820,original,569
587722982815498418,original,570
587722982815629407,original,571
587722982815694956,original,572
587722982815760526,original,573
587722982815891459,original,574
587722982815957103,original,575
587722982815957116,original,576
587722982816088280,original,577
587722982816350375,original,578
587722982816415807,original,579
587722982816415892,original,580
587722982816546872,original,581
587722982816546949,original,582
587722982816546954,original,583
587722982816546964,original,584
587722982816546987,original,585
587722982816612434,original,586
587722982816678004,original,587
587722982816809057,original,588
587722982816809127,original,589
587722982816809128,original,590
587722982816940139,original,591
587722982816940176,original,592
587722982816940216,original,593
587722982817071219,original,594
587722982817136721,original,595
587722982817136824,original,596
587722982817529962,original,597
587722982817530019,original,598
587722982817660957,original,599
587722982817660979,original,600
587722982817661031,original,601
587722982817726481,original,602
587722982817726483,original,603
587722982817857741,original,604
587722982817857748,original,605
587722982817923216,original,606
587722982817923242,original,607
587722982817923255,original,608
587722982817988828,original,609
587722982818054327,original,610
587722982818119903,original,611
587722982818119916,original,612
587722982818185282,original,613
587722982818250860,original,614
587722982818381895,original,615
587722982818578497,original,616
587722982818578499,original,617
587722982818578564,original,618
587722982818578601,original,619
587722982818578627,original,620
587722982818578634,original,621
587722982818709707,original,622
587722982818775051,original,623
587722982818840770,original,624
587722982818906242,original,625
587722982818906342,original,626
587722982818971756,original,627
587722982818971825,original,628
587722982819037243,original,629
587722982819037339,original,630
587722982819037412,original,631
587722982819037422,original,632
587722982819102945,original,633
587722982819102967,original,634
587722982819102985,original,635
587722982819168439,original,636
587722982819233976,original,637
587722982819299424,original,638
587722982819299550,original,639
587722982819365020,original,640
587722982819365056,original,641
587722982819561677,original,642
587722982819561707,original,643
587722982819627098,original,644
587722982819692648,original,645
587722982819823760,original,646
587722982819889381,original,647
587722982820020337,original,648
587722982820020370,original,649
587722982820020397,original,650
587722982820085889,original,651
587722982820347968,original,652
587722982820413452,original,653
587722982820413649,original,654
587722982820479141,original,655
587722982821003455,original,656
587722982821068957,original,657
587722982821265425,original,658
587722982821330980,original,659
587722982821331117,original,660
587722982821396706,original,661
587722982821462170,original,662
587722982821593299,original,663
587722982821658635,original,664
587722982821658772,original,665
587722982821658818,original,666
587722982821724281,original,667
587722982821855517,original,668
587722982821920927,original,669
587722982821920950,original,670
587722982821920961,original,671
587722982822379530,original,672
587722982822379598,original,673
587722982822379684,original,674
587722982822445163,original,675
587722982822445189,original,676
587722982822445206,original,677
587722982822445285,original,678
587722982822772766,original,679
587722982822772820,original,680
587722982822772939,original,681
587722982822772941,original,682
587722982822772953,original,683
587722982822838494,original,684
587722982822903928,original,685
587722982822903929,original,686
587722982822904046,original,687
587722982822904047,original,688
587722982822969548,original,689
587722982823035007,original,690
587722982823100491,original,691
587722982823100602,original,692
587722982823100632,original,693
587722982823231625,original,694
587722982823231668,original,695
587722982823231682,original,696
587722982823297250,original,697
587722982823428364,original,698
587722982823493789,original,699
587722982823493798,original,700
587722982823559383,original,701
587722982823624928,original,702
587722982823690453,original,703
587722982823821557,original,704
587722982824018067,original,705
587722982824149131,original,706
587722982824214723,original,707
587722982824280338,original,708
587722982824345629,original,709
587722982824542342,original,710
587722982824607806,original,711
587722982824607918,original,712
587722982824607975,original,713
587722982824673589,original,714
587722982824738834,original,715
587722982824738916,original,716
587722982824739013,original,717
587722982824870112,original,718
587722982824935686,original,719
587722982825001020,original,720
587722982825001110,original,721
587722982825001115,original,722
587722982825001153,original,723
587722982825001154,original,724
587722982825001280,original,725
587722982825066678,original,726
587722982825197757,original,727
587722982825263258,original,728
587722982825263325,original,729
587722982825328817,original,730
587722982825328873,original,731
587722982825460037,original,732
587722982825656522,original,733
587722982826180641,original,734
587722982826180697,original,735
587722982826573968,original,736
587722982826574064,original,737
587722982826639517,original,738
587722982826639548,original,739
587722982826639571,original,740
587722982826639582,original,741
587722982826705109,original,742
587722982826770451,original,743
587722982827032738,original,744
587722982827163944,original,745
587722982827294771,original,746
587722982827360461,original,747
587722982827426059,original,748
587722982827491448,original,749
587722982827491500,original,750
587722982827622508,original,751
587722982827622551,original,752
587722982827687967,original,753
587722982827688084,original,754
587722982827688086,original,755
587722982827753655,original,756
587722982827819184,original,757
587722982828015747,original,758
587722982828015840,original,759
587722982828081350,original,760
587722982828146880,original,761
587722982828212408,original,762
587722982828212485,original,763
587722982828343454,original,764
587722982828474682,original,765
587722982828540094,original,766
587722982828540098,original,767
587722982828540115,original,768
587722982828540164,original,769
587722982828540171,original,770
587722982828540196,original,771
587722982828540257,original,772
587722982828540258,original,773
587722982828605602,original,774
587722982828605660,original,775
587722982828671239,original,776
587722982828736770,original,777
587722982828736774,original,778
587722982828802270,original,779
587722982828867765,original,780
587722982828933252,original,781
587722982828933296,original,782
587722982828998820,original,783
587722982829130030,original,784
587722982829130044,original,785
587722982829260909,original,786
587722982829260948,original,787
587722982829326530,original,788
587722982829326561,original,789
587722982829326566,original,790
587722982829391920,original,791
587722982829457596,original,792
587722982829457629,original,793
587722982829523034,original,794
587722982829523066,original,795
587722982829523157,original,796
587722982829588620,original,797
587722982829588733,original,798
587722982829654172,original,799
587722982829654258,original,800
587722982829719654,original,801
587722982829719819,original,802
587722982829785301,original,803
587722982829785333,original,804
587722982829981962,original,805
587722982829981963,original,806
587722982830178312,original,807
587722982830375059,original,808
587722982830375087,original,809
587722982830440674,original,810
587722982830440730,original,811
587722982830440774,original,812
587722982830506274,original,813
587722982830506292,original,814
587722982830637180,original,815
587722982830637350,original,816
587722982830768331,original,817
587722982830768441,original,818
587722982830899216,original,819
587722982831030563,original,820
587722982831030665,original,821
587722982831030715,original,822
587722982831095933,original,823
587722982831096120,original,824
587722982831096134,original,825
587722982831096172,original,826
587722982831096302,original,827
587722982831161384,original,828
587722982831161582,original,829
587722982831358015,original,830
587722982831358273,original,831
587722982831423597,original,832
587722982831620493,original,833
587722982831751175,original,834
587722982832013381,original,835
587722982832013639,original,836
587722982832144395,original,837
587722982832144516,original,838
587722982832210235,original,839
587722982832275543,original,840
587722982832537906,original,841
587722982832603372,original,842
587722982832668754,original,843
587722982832668797,original,844
587722982832668823,original,845
587722982832668957,original,846
587722982832734558,original,847
587722982832734564,original,848
587722982832865541,original,849
587722982832865628,original,850
587722982832996693,original,851
587722982832996711,original,852
587722982833061980,original,853
587722982833062165,original,854
587722982833062177,original,855
587722982833062291,original,856
587722982833127697,original,857
587722982833324318,original,858
587722982833586580,original,859
587722982834044995,original,860
587722982834307485,original,861
587722982834373001,original,862
587722982834373015,original,863
587722982834373022,original,864
587722982834373054,original,865
587722982834438162,original,866
587722982834438206,original,867
587722982834438246,original,868
587722982834438274,original,869
587722982834438275,original,870
587722982834438276,original,871
587722982834438439,original,872
587722982834438448,original,873
587722982834438568,original,874
587722982834438583,original,875
587722982834438584,original,876
587722982834438603,original,877
587722982834504037,original,878
587722982834504179,original,879
587722982834569455,original,880
587722982834700468,original,881
587722982834700487,original,882
587722982834766073,original,883
587722982834766290,original,884
587722982835093680,original,885
587722982835224887,original,886
587722982835290270,original,887
587722982835290632,original,888
587722982835355882,original,889
587722982835421431,original,890
587722982835618135,original,891
587722982835618148,original,892
587722982835749016,original,893
587722982835749172,original,894
587722982835749190,original,895
587722982835814668,original,896
587722982835880032,original,897
587722982835880298,original,898
587722982835945544,original,899
587722982835945853,original,900
587722982836076705,original,901
587722982836076938,original,902
587722982836142432,original,903
587722982836535366,original,904
587722982836535705,original,905
587722982836600839,original,906
587722982836600977,original,907
587722982836601079,original,908
587722982836601210,original,909
587722982836666700,original,910
587722982836666724,original,911
587722982836666767,original,912
587722982836731983,original,913
587722982836732165,original,914
587722982836732181,original,915
587722982836732193,original,916
587722982836732225,original,917
587722982836732226,original,918
587722982836732255,original,919
587722982836732384,original,920
587722982836797770,original,921
587722982836797780,original,922
587722982836863183,original,923
587722982836863293,original,924
587722982836863322,original,925
587722982836863323,original,926
587722982836863440,original,927
587722982836928960,original,928
587722982836994224,original,929
587722982836994381,original,930
587722982836994386,original,931
587722982836994418,original,932
587722982836994423,original,933
587722982837059869,original,934
587722982837059921,original,935
587722982837190737,original,936
587722982837190854,original,937
587722982837453152,original,938
587722983345553614,original,939
587722983346667544,original,940
587722983346667563,original,941
587722983346667580,original,942
587722983349813379,original,943
587722983351910485,original,944
587722983351976002,original,945
587722983352041500,original,946
587722983352041515,original,947
587722983352041568,original,948
587722983352041586,original,949
587722983352041637,original,950
587722983352041670,original,951
587722983352041676,original,952
587722983352107157,original,953
587722983352172684,original,954
587722983352500380,original,955
587722983352631454,original,956
587722983352696940,original,957
587722983352696961,original,958
587722983352696973,original,959
587722983352762386,original,960
587722983352762521,original,961
587722983352959073,original,962
587722983353024544,original,963
587722983353024599,original,964
587722983353090077,original,965
587722983353221227,original,966
587722983353221256,original,967
587722983353352398,original,968
587722983353548819,original,969
587722983353680074,original,970
587722983353810983,original,971
587722983353811097,original,972
587722983353811110,original,973
587722983353876616,original,974
587722983353876649,original,975
587722983353942214,original,976
587722983354007682,original,977
587722983354138808,original,978
587722983354204280,original,979
587722983354204353,original,980
587722983354269822,original,981
587722983354335267,original,982
587722983354531977,original,983
587722983354531989,original,984
587722983354663083,original,985
587722983354728649,original,986
587722983354728652,original,987
587722983354728692,original,988
587722983354859602,original,989
587722983354859627,original,990
587722983354859645,original,991
587722983354925169,original,992
587722983354925288,original,993
587722983354990600,original,994
587722983355056285,original,995
587722983355318446,original,996
587722983355318470,original,997
587722983355383869,original,998
587722983355384004,original,999
587722983355384011,original,1000
587722983355514897,original,1001
587722983355514966,original,1002
587722983355515025,original,1003
587722983355515068,original,1004
587722983355777142,original,1005
587722983355777191,original,1006
587722983355777200,original,1007
587722983355777219,original,1008
587722983355842686,original,1009
587722983355842722,original,1010
587722983355842732,original,1011
587722983355842756,original,1012
587722983355842807,original,1013
587722983355842825,original,1014
587722983355908138,original,1015
587722983355908235,original,1016
587722983355908291,original,1017
587722983355908300,original,1018
587722983355908308,original,1019
587722983355973770,original,1020
587722983356039315,original,1021
587722983356170385,original,1022
587722983356170440,original,1023
587722983356301423,original,1024
587722983356301467,original,1025
587722983356367045,original,1026
587722983356629128,original,1027
587722983356694717,original,1028
587722983356760066,original,1029
587722983356760343,original,1030
587722983357087828,original,1031
587722983357546644,original,1032
587722983357939897,original,1033
587722983358136509,original,1034
587722983358202002,original,1035
587722983358202043,original,1036
587722983358267585,original,1037
587722983358267609,original,1038
587722983358333168,original,1039
587722983358464104,original,1040
587722983358464155,original,1041
587722983358464156,original,1042
587722983358464177,original,1043
587722983358464203,original,1044
587722983358464224,original,1045
587722983358529569,original,1046
587722983358660832,original,1047
587722983358988387,original,1048
587722983358988438,original,1049
587722983359184961,original,1050
587722983359381745,original,1051
587722983359447251,original,1052
587722983359578208,original,1053
587722983359643751,original,1054
587722983359709394,original,1055
587722983359709399,original,1056
587722983359840441,original,1057
587722983359840456,original,1058
587722983359905919,original,1059
587722983360036883,original,1060
587722983360036986,original,1061
587722983360102595,original,1062
587722983360102596,original,1063
587722983360102619,original,1064
587722983360102630,original,1065
587722983360168007,original,1066
587722983360168115,original,1067
587722983360364647,original,1068
587722983360364686,original,1069
587722983360364713,original,1070
587722983360364722,original,1071
587722983360430255,original,1072
587722983360430279,original,1073
587722983360430344,original,1074
587722983360561311,original,1075
587722983360626848,original,1076
587722983361020018,original,1077
587722983361020041,original,1078
587722983361020113,original,1079
587722983361085535,original,1080
587722983361151120,original,1081
587722983361413323,original,1082
587722983361413362,original,1083
587722983361609774,original,1084
587722983361610010,original,1085
587722983361675311,original,1086
587722983361675518,original,1087
587722983361937655,original,1088
587722983362003201,original,1089
587722983362068560,original,1090
587722983362134187,original,1091
587722983362134277,original,1092
587722983362134299,original,1093
587722983362134316,original,1094
587722983362134344,original,1095
587722983362134351,original,1096
587722983362134374,original,1097
587722983362199556,original,1098
587722983362199636,original,1099
587722983362199637,original,1100
587722983362199875,original,1101
587722983362199885,original,1102
587722983362789601,original,1103
587722983362920691,original,1104
587722983363051554,original,1105
587722983363117092,original,1106
587722983363117214,original,1107
587722983363117269,original,1108
587722983363117392,original,1109
587722983363248237,original,1110
587722983363313812,original,1111
587722983363313823,original,1112
587722983363313827,original,1113
587722983363444951,original,1114
587722983363445035,original,1115
587722983363707039,original,1116
587722983363772443,original,1117
587722983363903712,original,1118
587722983363903721,original,1119
587722983363969147,original,1120
587722983363969173,original,1121
587722983363969239,original,1122
587722983364165735,original,1123
587722983364165789,original,1124
587722983364296728,original,1125
587722983364296855,original,1126
587722983364362498,original,1127
587722983364427884,original,1128
587722983364690145,original,1129
587722983364690155,original,1130
587722983364886739,original,1131
587722983365017874,original,1132
587722983365083362,original,1133
587722983365148798,original,1134
587722983365148913,original,1135
587722983365214341,original,1136
587722983365214346,original,1137
587722983365279858,original,1138
587722983365279925,original,1139
587722983365411120,original,1140
587722983365476542,original,1141
587722983365607675,original,1142
587722983365738649,original,1143
587722983365738662,original,1144
587722983365738669,original,1145
587722983365738714,original,1146
587722983365738721,original,1147
587722983365869690,original,1148
587722983365869710,original,1149
587722983365935319,original,1150
587722983365935340,original,1151
587722983366262881,original,1152
587722983366262884,original,1153
587722983366262890,original,1154
587722983366262894,original,1155
587722983366262983,original,1156
587722983366328337,original,1157
587722983366328341,original,1158
587722983366328354,original,1159
587722983366328359,original,1160
587722983366328361,original,1161
587722983366328364,original,1162
587722983366328373,original,1163
587722983366328376,original,1164
587722983366328383,original,1165
587722983366328385,original,1166
587722983366328393,original,1167
587722983366328399,original,1168
587722983366328408,original,1169
587722983366328412,original,1170
587722983366328413,original,1171
587722983366328421,original,1172
587722983366328422,original,1173
587722983366328426,original,1174
587722983366328466,original,1175
587722983366328513,original,1176
587722983366328538,original,1177
587722983366328540,original,1178
587722983366328564,original,1179
587722983366393903,original,1180
587722983366394027,original,1181
587722983366459627,original,1182
587722983366721714,original,1183
587722983366721774,original,1184
587722983366918323,original,1185
587722983366918345,original,1186
587722983367114960,original,1187
587722983367115055,original,1188
587722983367180444,original,1189
587722983367311719,original,1190
587722983367376979,original,1191
587722983367376980,original,1192
587722983367377138,original,1193
587722983367508242,original,1194
587722983367639056,original,1195
587722983367639278,original,1196
587722983367704721,original,1197
587722983367901291,original,1198
587722983367901477,original,1199
587722983368163394,original,1200
587722983368163666,original,1201
587722983368229192,original,1202
587722983368229213,original,1203
587722983368360148,original,1204
587722983368360227,original,1205
587722983368491237,original,1206
587722983368556772,original,1207
587722983368622163,original,1208
587722983368622444,original,1209
587722983368687678,original,1210
587722983369277551,original,1211
587722983369277678,original,1212
587722983369408573,original,1213
587722983369408606,original,1214
587722983369408874,original,1215
587722983369474066,original,1216
587722983369474453,original,1217
587722983369474478,original,1218
587722983369474506,original,1219
587722983369539895,original,1220
587722983369605334,original,1221
587722983369605458,original,1222
587722983369670802,original,1223
587722983369670803,original,1224
587722983369670928,original,1225
587722983369671071,original,1226
587722983369736234,original,1227
587722983369736583,original,1228
587722983369801915,original,1229
587722983369867588,original,1230
587722983369867596,original,1231
587722983369933160,original,1232
587722983369998691,original,1233
587722983369998697,original,1234
587722983369998735,original,1235
587722983370064323,original,1236
587722983370260679,original,1237
587722983370260723,original,1238
587722983370260751,original,1239
587722983370457232,original,1240
587722983370588250,original,1241
587722983370588612,original,1242
587722983370653835,original,1243
587722983370653940,original,1244
587722983370653979,original,1245
587722983370719473,original,1246
587722983370785182,original,1247
587722983370981398,original,1248
